First,Last,Inning,Home_Score,Away_Score,Runners_on_Base,Event_Outcome,RBIs_Scored,Max_RBIs_Possible,Situational_Factor,Event_Score,Situational_Score
Ben,Zobrist,3,1,0,1,Single,0,2,1.5,1,1.5
Evan,Longoria,3,1,0,2,"Generic Out",0,3,1.5,-0.2,-0.3
Bobby,Abreu,3,1,0,0,"Generic Out",0,1,1.5,-0.2,-0.3
Torii,Hunter,3,1,0,0,Homerun,1,1,1.5,4,7.5
Kendrys,Morales,3,2,0,0,Single,0,1,1,1,1
Hideki,Matsui,3,2,0,1,Interference,0,2,1,0,0
Juan,Rivera,3,2,0,2,Strikeout,0,3,1,-0.5,-0.5
Carlos,Pena,4,2,0,0,Strikeout,0,1,1.33333,-0.5,-0.666667
John,Jaso,4,2,0,0,Single,0,1,1.33333,1,1.33333
Pat,Burrell,4,2,0,1,"Wild Pitch",0,2,1.33333,0,0
Pat,Burrell,4,2,0,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Reid,Brignac,4,2,0,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Howie,Kendrick,4,2,0,0,Single,0,1,1.33333,1,1.33333
Mike,Napoli,4,2,0,1,Homerun,2,2,1.33333,4,6.66667
Brandon,Wood,4,4,0,0,"Generic Out",0,1,0.8,-0.2,-0.16
Erick,Aybar,4,4,0,0,Error,0,1,0.8,0,0
Bobby,Abreu,4,4,0,1,Strikeout,0,2,0.8,-0.5,-0.4
Sean,Rodriguez,5,4,0,0,"Generic Out",0,1,1,-0.2,-0.2
Jason,Bartlett,5,4,0,0,Strikeout,0,1,1,-0.5,-0.5
Carl,Crawford,5,4,0,0,"Generic Out",0,1,1,-0.2,-0.2
Torii,Hunter,5,4,0,0,Strikeout,0,1,1,-0.5,-0.5
Kendrys,Morales,5,4,0,0,"Generic Out",0,1,1,-0.2,-0.2
Hideki,Matsui,5,4,0,0,"Generic Out",0,1,1,-0.2,-0.2
Ben,Zobrist,6,4,0,0,Strikeout,0,1,1.2,-0.5,-0.6
Evan,Longoria,6,4,0,0,"Generic Out",0,1,1.2,-0.2,-0.24
Carlos,Pena,6,4,0,0,"Generic Out",0,1,1.2,-0.2,-0.24
Juan,Rivera,6,4,0,0,"Generic Out",0,1,1.2,-0.2,-0.24
Howie,Kendrick,6,4,0,0,Strikeout,0,1,1.2,-0.5,-0.6
Mike,Napoli,6,4,0,0,Strikeout,0,1,1.2,-0.5,-0.6
John,Jaso,7,4,0,0,"Generic Out",0,1,1.4,-0.2,-0.28
Pat,Burrell,7,4,0,0,Single,0,1,1.4,1,1.4
Reid,Brignac,7,4,0,1,"Wild Pitch",0,2,1.4,0,0
Reid,Brignac,7,4,0,1,Error,0,2,1.4,0,0
Willy,Aybar,7,4,0,2,"Generic Out",0,3,1.4,-0.2,-0.28
Jason,Bartlett,7,4,0,2,Strikeout,0,3,1.4,-0.5,-0.7
Brandon,Wood,7,4,0,0,"Generic Out",0,1,1.4,-0.2,-0.28
Erick,Aybar,7,4,0,0,"Generic Out",0,1,1.4,-0.2,-0.28
Bobby,Abreu,7,4,0,0,"Generic Out",0,1,1.4,-0.2,-0.28
Carl,Crawford,8,4,0,0,Single,0,1,1.6,1,1.6
Ben,Zobrist,8,4,0,1,"Generic Out",0,2,1.6,-0.2,-0.32
Evan,Longoria,8,4,0,0,Double,0,1,1.6,2,3.2
Carlos,Pena,8,4,0,1,"Wild Pitch",0,2,1.6,0,0
Carlos,Pena,8,4,0,1,"Nonintentional Walk",0,2,1.6,0.3,0.48
John,Jaso,8,4,0,2,Single,1,3,1.6,1,2.13333
Pat,Burrell,8,4,1,2,"Generic Out",0,3,2,-0.2,-0.4
Torii,Hunter,8,4,1,0,"Generic Out",0,1,2,-0.2,-0.4
Kendrys,Morales,8,4,1,0,"Generic Out",0,1,2,-0.2,-0.4
Hideki,Matsui,8,4,1,0,"Nonintentional Walk",0,1,2,0.3,0.6
Juan,Rivera,8,4,1,1,Strikeout,0,2,2,-0.5,-1
Gabe,Kapler,9,4,1,0,Strikeout,0,1,2.25,-0.5,-1.125
Willy,Aybar,9,4,1,0,Homerun,1,1,2.25,4,11.25
Jason,Bartlett,9,4,2,0,Single,0,1,3,1,3
Carl,Crawford,9,4,2,1,"Generic Out",0,2,3,-0.2,-0.6
Ben,Zobrist,9,4,2,1,"Nonintentional Walk",0,2,3,0.3,0.9
Evan,Longoria,9,4,2,2,Double,2,3,3,2,8
Carlos,Pena,9,4,4,1,"Hit By Pitch",0,2,9,0.2,1.8
John,Jaso,9,4,4,2,"Wild Pitch",0,3,9,0,0
John,Jaso,9,4,4,2,"Generic Out",0,3,9,-0.2,-1.8
Howie,Kendrick,9,4,4,0,"Generic Out",0,1,9,-0.2,-1.8
Mike,Napoli,9,4,4,0,Strikeout,0,1,9,-0.5,-4.5
Brandon,Wood,9,4,4,0,"Generic Out",0,1,9,-0.2,-1.8
Pat,Burrell,10,4,4,0,Strikeout,0,1,10,-0.5,-5
Gabe,Kapler,10,4,4,0,Single,0,1,10,1,10
Willy,Aybar,10,4,4,1,"Generic Out",0,2,10,-0.2,-2
Jason,Bartlett,10,4,4,1,"Caught Stealing",0,2,10,0,0
Erick,Aybar,10,4,4,0,Strikeout,0,1,10,-0.5,-5
Bobby,Abreu,10,4,4,0,"Generic Out",0,1,10,-0.2,-2
Torii,Hunter,10,4,4,0,"Generic Out",0,1,10,-0.2,-2
Jason,Bartlett,11,4,4,0,"Generic Out",0,1,11,-0.2,-2.2
Carl,Crawford,11,4,4,0,Strikeout,0,1,11,-0.5,-5.5
Ben,Zobrist,11,4,4,0,"Nonintentional Walk",0,1,11,0.3,3.3
Evan,Longoria,11,4,4,1,Strikeout,0,2,11,-0.5,-5.5
Kendrys,Morales,11,4,4,0,Single,0,1,11,1,11
Reggie,Willits,11,4,4,1,"Generic Out",0,2,11,-0.2,-2.2
Juan,Rivera,11,4,4,1,"Wild Pitch",0,2,11,0,0
Juan,Rivera,11,4,4,1,"Generic Out",1,2,11,-0.2,3.3
Jason,Bartlett,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Carl,Crawford,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Ben,Zobrist,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Evan,Longoria,1,0,0,1,"Stolen Base",0,2,1,0,0
Evan,Longoria,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Erick,Aybar,1,0,0,0,Single,0,1,1,1,1
Bobby,Abreu,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Torii,Hunter,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Kendrys,Morales,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Willy,Aybar,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
B.J.,Upton,2,0,0,0,"Nonintentional Walk",0,1,2,0.3,0.6
Gabe,Kapler,2,0,0,1,Pickoff,0,2,2,0,0
Gabe,Kapler,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Hideki,Matsui,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Howie,Kendrick,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Mike,Ryan,2,0,0,0,Double,0,1,2,2,4
Mike,Napoli,2,0,0,1,"Generic Out",0,2,2,-0.2,-0.4
Dioner,Navarro,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Sean,Rodriguez,3,0,0,0,Single,0,1,3,1,3
Jason,Bartlett,3,0,0,1,"Nonintentional Walk",0,2,3,0.3,0.9
Carl,Crawford,3,0,0,2,Single,1,3,3,1,4
Ben,Zobrist,3,0,1,2,"Generic Out",1,3,1.5,-0.2,0.2
Evan,Longoria,3,0,2,1,"Generic Out",0,2,1,-0.2,-0.2
Brandon,Wood,3,0,2,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,3,0,2,0,Single,0,1,1,1,1
Bobby,Abreu,3,0,2,1,Strikeout,0,2,1,-0.5,-0.5
Torii,Hunter,3,0,2,1,Single,0,2,1,1,1
Willy,Aybar,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
B.J.,Upton,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Gabe,Kapler,4,0,2,0,Single,0,1,1.33333,1,1.33333
Dioner,Navarro,4,0,2,1,Single,0,2,1.33333,1,1.33333
Sean,Rodriguez,4,0,2,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Kendrys,Morales,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Hideki,Matsui,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Howie,Kendrick,4,0,2,0,"Nonintentional Walk",0,1,1.33333,0.3,0.4
Mike,Ryan,4,0,2,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Jason,Bartlett,5,0,2,0,Single,0,1,1.66667,1,1.66667
Carl,Crawford,5,0,2,1,Single,0,2,1.66667,1,1.66667
Ben,Zobrist,5,0,2,2,"Generic Out",0,3,1.66667,-0.2,-0.333333
Evan,Longoria,5,0,2,1,Single,1,2,1.66667,1,2.5
Willy,Aybar,5,0,3,1,"Generic Out",0,2,1.25,-0.2,-0.25
Mike,Napoli,5,0,3,0,"Generic Out",0,1,1.25,-0.2,-0.25
Brandon,Wood,5,0,3,0,"Generic Out",0,1,1.25,-0.2,-0.25
Erick,Aybar,5,0,3,0,Strikeout,0,1,1.25,-0.5,-0.625
B.J.,Upton,6,0,3,0,Strikeout,0,1,1.5,-0.5,-0.75
Gabe,Kapler,6,0,3,0,"Generic Out",0,1,1.5,-0.2,-0.3
Dioner,Navarro,6,0,3,0,Single,0,1,1.5,1,1.5
Sean,Rodriguez,6,0,3,1,Double,0,2,1.5,2,3
Jason,Bartlett,6,0,3,2,"Generic Out",0,3,1.5,-0.2,-0.3
Bobby,Abreu,6,0,3,0,Strikeout,0,1,1.5,-0.5,-0.75
Torii,Hunter,6,0,3,0,"Generic Out",0,1,1.5,-0.2,-0.3
Kendrys,Morales,6,0,3,0,Strikeout,0,1,1.5,-0.5,-0.75
Carl,Crawford,7,0,3,0,Single,0,1,1.75,1,1.75
Ben,Zobrist,7,0,3,1,"Stolen Base",0,2,1.75,0,0
Ben,Zobrist,7,0,3,1,"Nonintentional Walk",0,2,1.75,0.3,0.525
Evan,Longoria,7,0,3,2,Homerun,3,3,1.75,4,8.75
Willy,Aybar,7,0,6,0,"Nonintentional Walk",0,1,1,0.3,0.3
B.J.,Upton,7,0,6,1,Strikeout,0,2,1,-0.5,-0.5
Gabe,Kapler,7,0,6,1,"Wild Pitch",0,2,1,0,0
Gabe,Kapler,7,0,6,1,"Generic Out",0,2,1,-0.2,-0.2
Dioner,Navarro,7,0,6,1,Strikeout,0,2,1,-0.5,-0.5
Hideki,Matsui,7,0,6,0,"Generic Out",0,1,1,-0.2,-0.2
Howie,Kendrick,7,0,6,0,Single,0,1,1,1,1
Mike,Ryan,7,0,6,1,"Generic Out",0,2,1,-0.2,-0.2
Mike,Napoli,7,0,6,1,"Generic Out",0,2,1,-0.2,-0.2
Sean,Rodriguez,8,0,6,0,Strikeout,0,1,1.14286,-0.5,-0.571429
Jason,Bartlett,8,0,6,0,Strikeout,0,1,1.14286,-0.5,-0.571429
Carl,Crawford,8,0,6,0,"Generic Out",0,1,1.14286,-0.2,-0.228571
Brandon,Wood,8,0,6,0,Single,0,1,1.14286,1,1.14286
Erick,Aybar,8,0,6,1,"Generic Out",0,2,1.14286,-0.2,-0.228571
Bobby,Abreu,8,0,6,1,"Nonintentional Walk",0,2,1.14286,0.3,0.342857
Torii,Hunter,8,0,6,2,Single,1,3,1.14286,1,1.52381
Kendrys,Morales,8,1,6,2,Single,0,3,1.33333,1,1.33333
Hideki,Matsui,8,1,6,3,"Nonintentional Walk",1,4,1.33333,0.3,0.733333
Howie,Kendrick,8,2,6,3,Strikeout,0,4,1.6,-0.5,-0.8
Mike,Ryan,8,2,6,3,"Generic Out",0,4,1.6,-0.2,-0.32
Ben,Zobrist,9,2,6,0,Double,0,1,1.8,2,3.6
Evan,Longoria,9,2,6,1,"Generic Out",0,2,1.8,-0.2,-0.36
Willy,Aybar,9,2,6,1,"Generic Out",1,2,1.8,-0.2,0.54
B.J.,Upton,9,2,7,0,Strikeout,0,1,1.5,-0.5,-0.75
Mike,Napoli,9,2,7,0,Strikeout,0,1,1.5,-0.5,-0.75
Brandon,Wood,9,2,7,0,"Generic Out",0,1,1.5,-0.2,-0.3
Erick,Aybar,9,2,7,0,"Generic Out",0,1,1.5,-0.2,-0.3
Jason,Bartlett,1,0,0,0,Error,0,1,1,0,0
Carl,Crawford,1,0,0,1,"Stolen Base",0,2,1,0,0
Carl,Crawford,1,0,0,1,Single,0,2,1,1,1
Ben,Zobrist,1,0,0,2,Double,1,3,1,2,2.33333
Evan,Longoria,1,0,1,2,Strikeout,0,3,0.5,-0.5,-0.25
Carlos,Pena,1,0,1,2,"Nonintentional Walk",0,3,0.5,0.3,0.15
B.J.,Upton,1,0,1,3,Strikeout,0,4,0.5,-0.5,-0.25
Pat,Burrell,1,0,1,3,"Passed Ball",0,4,0.5,0,0
Pat,Burrell,1,0,2,2,Strikeout,0,3,0.333333,-0.5,-0.166667
Erick,Aybar,1,0,2,0,"Generic Out",0,1,0.333333,-0.2,-0.0666667
Bobby,Abreu,1,0,2,0,"Nonintentional Walk",0,1,0.333333,0.3,0.1
Torii,Hunter,1,0,2,1,Strikeout,0,2,0.333333,-0.5,-0.166667
Kendrys,Morales,1,0,2,1,Strikeout,0,2,0.333333,-0.5,-0.166667
John,Jaso,2,0,2,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Reid,Brignac,2,0,2,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Jason,Bartlett,2,0,2,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Juan,Rivera,2,0,2,0,Single,0,1,0.666667,1,0.666667
Howie,Kendrick,2,0,2,1,Single,0,2,0.666667,1,0.666667
Mike,Napoli,2,0,2,2,Strikeout,0,3,0.666667,-0.5,-0.333333
Kevin,Frandsen,2,0,2,2,"Generic Out",0,3,0.666667,-0.2,-0.133333
Carl,Crawford,3,0,2,0,"Generic Out",0,1,1,-0.2,-0.2
Ben,Zobrist,3,0,2,0,"Generic Out",0,1,1,-0.2,-0.2
Evan,Longoria,3,0,2,0,Strikeout,0,1,1,-0.5,-0.5
Ryan,Budde,3,0,2,0,Single,0,1,1,1,1
Erick,Aybar,3,0,2,1,"Generic Out",0,2,1,-0.2,-0.2
Bobby,Abreu,3,0,2,1,"Generic Out",0,2,1,-0.2,-0.2
Torii,Hunter,3,0,2,1,"Stolen Base",0,2,1,0,0
Torii,Hunter,3,0,2,1,Single,1,2,1,1,1.5
Carlos,Pena,4,1,2,0,Strikeout,0,1,2,-0.5,-1
B.J.,Upton,4,1,2,0,Strikeout,0,1,2,-0.5,-1
Pat,Burrell,4,1,2,0,Strikeout,0,1,2,-0.5,-1
Kendrys,Morales,4,1,2,0,"Generic Out",0,1,2,-0.2,-0.4
Juan,Rivera,4,1,2,0,"Generic Out",0,1,2,-0.2,-0.4
Howie,Kendrick,4,1,2,0,"Generic Out",0,1,2,-0.2,-0.4
John,Jaso,5,1,2,0,Strikeout,0,1,2.5,-0.5,-1.25
Reid,Brignac,5,1,2,0,"Generic Out",0,1,2.5,-0.2,-0.5
Jason,Bartlett,5,1,2,0,"Nonintentional Walk",0,1,2.5,0.3,0.75
Carl,Crawford,5,1,2,1,Single,0,2,2.5,1,2.5
Ben,Zobrist,5,1,2,2,"Passed Ball",0,3,2.5,0,0
Ben,Zobrist,5,1,3,1,Strikeout,0,2,1.66667,-0.5,-0.833333
Mike,Napoli,5,1,3,0,Strikeout,0,1,1.66667,-0.5,-0.833333
Kevin,Frandsen,5,1,3,0,"Nonintentional Walk",0,1,1.66667,0.3,0.5
Ryan,Budde,5,1,3,1,"Nonintentional Walk",0,2,1.66667,0.3,0.5
Erick,Aybar,5,1,3,2,"Generic Out",0,3,1.66667,-0.2,-0.333333
Bobby,Abreu,5,1,3,2,"Stolen Base",0,3,1.66667,0,0
Bobby,Abreu,5,1,3,2,"Generic Out",0,3,1.66667,-0.2,-0.333333
Evan,Longoria,6,1,3,0,Double,0,1,2,2,4
Carlos,Pena,6,1,3,1,Strikeout,0,2,2,-0.5,-1
B.J.,Upton,6,1,3,1,Single,1,2,2,1,3
Pat,Burrell,6,1,4,1,Strikeout,0,2,1.5,-0.5,-0.75
John,Jaso,6,1,4,1,"Stolen Base",0,2,1.5,0,0
John,Jaso,6,1,4,1,"Generic Out",0,2,1.5,-0.2,-0.3
Torii,Hunter,6,1,4,0,"Generic Out",0,1,1.5,-0.2,-0.3
Kendrys,Morales,6,1,4,0,Error,0,1,1.5,0,0
Juan,Rivera,6,1,4,1,Strikeout,0,2,1.5,-0.5,-0.75
Howie,Kendrick,6,1,4,1,Double,1,2,1.5,2,3.75
Mike,Napoli,6,2,4,1,Strikeout,0,2,2,-0.5,-1
Reid,Brignac,7,2,4,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Jason,Bartlett,7,2,4,0,Double,0,1,2.33333,2,4.66667
Carl,Crawford,7,2,4,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Ben,Zobrist,7,2,4,1,Strikeout,0,2,2.33333,-0.5,-1.16667
Kevin,Frandsen,7,2,4,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Ryan,Budde,7,2,4,0,Single,0,1,2.33333,1,2.33333
Erick,Aybar,7,2,4,1,Double,0,2,2.33333,2,4.66667
Bobby,Abreu,7,2,4,2,"Generic Out",1,3,2.33333,-0.2,0.311111
Torii,Hunter,7,3,4,1,"Generic Out",0,2,3.5,-0.2,-0.7
Evan,Longoria,8,3,4,0,"Generic Out",0,1,4,-0.2,-0.8
Carlos,Pena,8,3,4,0,Double,0,1,4,2,8
B.J.,Upton,8,3,4,1,Strikeout,0,2,4,-0.5,-2
Willy,Aybar,8,3,4,1,"Generic Out",0,2,4,-0.2,-0.8
Kendrys,Morales,8,3,4,0,"Generic Out",0,1,4,-0.2,-0.8
Juan,Rivera,8,3,4,0,"Generic Out",0,1,4,-0.2,-0.8
Howie,Kendrick,8,3,4,0,Single,0,1,4,1,4
Hideki,Matsui,8,3,4,1,"Generic Out",0,2,4,-0.2,-0.8
John,Jaso,9,3,4,0,Single,0,1,4.5,1,4.5
Reid,Brignac,9,3,4,1,Strikeout,0,2,4.5,-0.5,-2.25
Jason,Bartlett,9,3,4,1,"Generic Out",0,2,4.5,-0.2,-0.9
Carl,Crawford,9,3,4,1,"Generic Out",0,2,4.5,-0.2,-0.9
Mike,Ryan,9,3,4,0,"Generic Out",0,1,4.5,-0.2,-0.9
Ryan,Budde,9,3,4,0,"Generic Out",0,1,4.5,-0.2,-0.9
Erick,Aybar,9,3,4,0,"Generic Out",0,1,4.5,-0.2,-0.9
Cliff,Pennington,1,0,0,0,Single,0,1,1,1,1
Adam,Rosales,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Daric,Barton,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Erick,Aybar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Howie,Kendrick,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,Double,0,1,1,2,2
Torii,Hunter,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Kevin,Kouzmanoff,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Jake,Fox,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Landon,Powell,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Kendrys,Morales,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Hideki,Matsui,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Juan,Rivera,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Joshua,Donaldson,3,0,0,0,Double,0,1,3,2,6
Gabe,Gross,3,0,0,1,Strikeout,0,2,3,-0.5,-1.5
Rajai,Davis,3,0,0,1,"Generic Out",0,2,3,-0.2,-0.6
Cliff,Pennington,3,0,0,1,"Generic Out",0,2,3,-0.2,-0.6
Mike,Napoli,3,0,0,0,Strikeout,0,1,3,-0.5,-1.5
Brandon,Wood,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Erick,Aybar,3,0,0,0,Strikeout,0,1,3,-0.5,-1.5
Adam,Rosales,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Daric,Barton,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Kevin,Kouzmanoff,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Howie,Kendrick,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Bobby,Abreu,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Torii,Hunter,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Jake,Fox,5,0,0,0,"Generic Out",0,1,5,-0.2,-1
Landon,Powell,5,0,0,0,"Generic Out",0,1,5,-0.2,-1
Joshua,Donaldson,5,0,0,0,Single,0,1,5,1,5
Gabe,Gross,5,0,0,1,Strikeout,0,2,5,-0.5,-2.5
Kendrys,Morales,5,0,0,0,"Generic Out",0,1,5,-0.2,-1
Hideki,Matsui,5,0,0,0,Single,0,1,5,1,5
Juan,Rivera,5,0,0,1,Single,0,2,5,1,5
Mike,Napoli,5,0,0,2,Strikeout,0,3,5,-0.5,-2.5
Brandon,Wood,5,0,0,2,"Generic Out",0,3,5,-0.2,-1
Rajai,Davis,6,0,0,0,"Generic Out",0,1,6,-0.2,-1.2
Cliff,Pennington,6,0,0,0,"Generic Out",0,1,6,-0.2,-1.2
Adam,Rosales,6,0,0,0,"Nonintentional Walk",0,1,6,0.3,1.8
Daric,Barton,6,0,0,1,"Generic Out",0,2,6,-0.2,-1.2
Erick,Aybar,6,0,0,0,Single,0,1,6,1,6
Howie,Kendrick,6,0,0,1,"Generic Out",0,2,6,-0.2,-1.2
Bobby,Abreu,6,0,0,1,"Nonintentional Walk",0,2,6,0.3,1.8
Torii,Hunter,6,0,0,2,Strikeout,0,3,6,-0.5,-3
Kendrys,Morales,6,0,0,2,Single,1,3,6,1,8
Hideki,Matsui,6,1,0,2,Homerun,3,3,3,4,15
Juan,Rivera,6,4,0,0,"Generic Out",0,1,1.2,-0.2,-0.24
Kevin,Kouzmanoff,7,4,0,0,"Generic Out",0,1,1.4,-0.2,-0.28
Jake,Fox,7,4,0,0,"Generic Out",0,1,1.4,-0.2,-0.28
Landon,Powell,7,4,0,0,Strikeout,0,1,1.4,-0.5,-0.7
Mike,Napoli,7,4,0,0,Double,0,1,1.4,2,2.8
Brandon,Wood,7,4,0,1,"Generic Out",0,2,1.4,-0.2,-0.28
Erick,Aybar,7,4,0,1,"Fielder Choice",0,2,1.4,0,0
Howie,Kendrick,7,4,0,1,"Generic Out",0,2,1.4,-0.2,-0.28
Joshua,Donaldson,8,4,0,0,"Generic Out",0,1,1.6,-0.2,-0.32
Gabe,Gross,8,4,0,0,Strikeout,0,1,1.6,-0.5,-0.8
Rajai,Davis,8,4,0,0,Single,0,1,1.6,1,1.6
Cliff,Pennington,8,4,0,1,"Wild Pitch",0,2,1.6,0,0
Cliff,Pennington,8,4,0,1,"Generic Out",0,2,1.6,-0.2,-0.32
Bobby,Abreu,8,4,0,0,Strikeout,0,1,1.6,-0.5,-0.8
Torii,Hunter,8,4,0,0,"Generic Out",0,1,1.6,-0.2,-0.32
Kendrys,Morales,8,4,0,0,"Generic Out",0,1,1.6,-0.2,-0.32
Adam,Rosales,9,4,0,0,"Nonintentional Walk",0,1,1.8,0.3,0.54
Daric,Barton,9,4,0,1,"Generic Out",0,2,1.8,-0.2,-0.36
Kevin,Kouzmanoff,9,4,0,1,"Generic Out",0,2,1.8,-0.2,-0.36
Jake,Fox,9,4,0,1,Strikeout,0,2,1.8,-0.5,-0.9
Cliff,Pennington,1,0,0,0,Double,0,1,1,2,2
Daric,Barton,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Ryan,Sweeney,1,0,0,1,"Fielder Choice",0,2,1,0,0
Kevin,Kouzmanoff,1,0,1,1,"Generic Out",0,2,0.5,-0.2,-0.1
Erick,Aybar,1,0,1,0,"Generic Out",0,1,0.5,-0.2,-0.1
Howie,Kendrick,1,0,1,0,Strikeout,0,1,0.5,-0.5,-0.25
Bobby,Abreu,1,0,1,0,"Generic Out",0,1,0.5,-0.2,-0.1
Eric,Chavez,2,0,1,0,Strikeout,0,1,1,-0.5,-0.5
Jack,Cust,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Adam,Rosales,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Torii,Hunter,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Kendrys,Morales,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Hideki,Matsui,2,0,1,0,Strikeout,0,1,1,-0.5,-0.5
Eric,Patterson,3,0,1,0,Homerun,1,1,1.5,4,7.5
Landon,Powell,3,0,2,0,Single,0,1,1,1,1
Cliff,Pennington,3,0,2,1,Strikeout,0,2,1,-0.5,-0.5
Daric,Barton,3,0,2,1,"Nonintentional Walk",0,2,1,0.3,0.3
Ryan,Sweeney,3,0,2,2,Single,0,3,1,1,1
Kevin,Kouzmanoff,3,0,2,3,"Generic Out",0,4,1,-0.2,-0.2
Eric,Chavez,3,0,2,3,"Generic Out",0,4,1,-0.2,-0.2
Juan,Rivera,3,0,2,0,"Generic Out",0,1,1,-0.2,-0.2
Mike,Napoli,3,0,2,0,"Generic Out",0,1,1,-0.2,-0.2
Brandon,Wood,3,0,2,0,Strikeout,0,1,1,-0.5,-0.5
Jack,Cust,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Adam,Rosales,4,0,2,0,Strikeout,0,1,1.33333,-0.5,-0.666667
Eric,Patterson,4,0,2,0,Strikeout,0,1,1.33333,-0.5,-0.666667
Erick,Aybar,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Howie,Kendrick,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Bobby,Abreu,4,0,2,0,Single,0,1,1.33333,1,1.33333
Torii,Hunter,4,0,2,1,Single,0,2,1.33333,1,1.33333
Kendrys,Morales,4,0,2,2,Homerun,3,3,1.33333,4,6.66667
Hideki,Matsui,4,3,2,0,Strikeout,0,1,2,-0.5,-1
Landon,Powell,5,3,2,0,Single,0,1,2.5,1,2.5
Cliff,Pennington,5,3,2,1,"Wild Pitch",0,2,2.5,0,0
Cliff,Pennington,5,3,2,1,"Generic Out",0,2,2.5,-0.2,-0.5
Daric,Barton,5,3,2,1,"Nonintentional Walk",0,2,2.5,0.3,0.75
Ryan,Sweeney,5,3,2,2,Strikeout,0,3,2.5,-0.5,-1.25
Kevin,Kouzmanoff,5,3,2,2,"Generic Out",0,3,2.5,-0.2,-0.5
Juan,Rivera,5,3,2,0,Double,0,1,2.5,2,5
Mike,Napoli,5,3,2,1,Single,0,2,2.5,1,2.5
Brandon,Wood,5,3,2,2,Single,1,3,2.5,1,3.33333
Erick,Aybar,5,4,2,2,"Generic Out",0,3,1.66667,-0.2,-0.333333
Howie,Kendrick,5,4,2,2,Single,1,3,1.66667,1,2.22222
Bobby,Abreu,5,5,2,2,Single,1,3,1.25,1,1.66667
Torii,Hunter,5,6,2,2,Strikeout,0,3,1,-0.5,-0.5
Kendrys,Morales,5,7,2,1,Strikeout,0,2,0.833333,-0.5,-0.416667
Eric,Chavez,6,7,2,0,Double,0,1,1,2,2
Jack,Cust,6,7,2,1,"Nonintentional Walk",0,2,1,0.3,0.3
